Spanish,Alternate,Translation,Column42,Column5,Column6,Column7,POS,Gender,Column10,Chapter Number,Chapter Name
el cuerpo,,body,body,body,,,Noun,m,[sound:spanishdict-1401f883-e91b6511-a177d513-5b834bbe-dc490aa1.mp3],48,Medical
el tratamiento,,treatment (medical),treatment (medical),treatment,,medical,Noun,m,[sound:spanishdict-90034db5-c2d6a653-f322d831-0c80f9fe-f23f6bda.mp3],48,Medical
doler,herir,"to hurt, to ache","to hurt, to ache","to hurt, to ache",,,Verb,,[sound:spanishdict-90fc84a1-8041ba5b-c9c758a0-b27156a6-0e778599.mp3],48,Medical
el hombro,,shoulder,shoulder,shoulder,,,Noun,m,[sound:spanishdict-9c2fdf57-fa31463c-f09d88a3-1bdd3196-5da70dca.mp3],48,Medical
la salud,,health,health,health,,,Noun,f,[sound:spanishdict-f2bf5f18-181d6965-4dabc095-3579ffc2-a5919f10.mp3],48,Medical
la ayuda,,help; aid,help; aid,help; aid,,,Noun,f,[sound:spanishdict-2fc98124-f445c8d9-5f5c7c15-405b6cb8-a4e3a6aa.mp3],48,Medical
la enfermedad,a… / d…,disease; illness,disease; illness,disease; illness,,,Noun,f,[sound:spanishdict-8a2a00b9-425916af-d8a6a051-57a07339-895eb93d.mp3],48,Medical
el corazón,,heart,heart,heart,,,Noun,m,[sound:spanishdict-264b5d60-5cad6fcd-be734f54-6cfbcea4-3a0611b6.mp3],48,Medical
el dedo,,toe; finger,toe; finger,toe; finger,,,Noun,m,[sound:spanishdict-9434028b-33ef3182-a64fa458-19c0700f-e33cd8a7.mp3],48,Medical
grave,serioso,serious,serious,serious,,,Adverb,,[sound:spanishdict-b8a65280-3651d68d-46051a63-c87e3396-0660d2dd.mp3],48,Medical
el remedio,m…,remedy,remedy,remedy,,,Noun,m,[sound:spanishdict-8edca663-85dd35d9-929b12cf-dea5f8a8-444b6647.mp3],48,Medical
la proteína,,protein,protein,protein,,,Noun,f,[sound:spanishdict-82618985-1871edac-fd42ac2b-8f37cb83-8a450fe8.mp3],48,Medical
el oído,,ear (internal),ear (internal),ear,,internal,Noun,m,[sound:spanishdict-9712ae36-7fc5e8b1-d14a448f-1af8c1fd-ef108bd7.mp3],48,Medical
la oreja,,ear (external),ear (external),ear,,external,Noun,f,[sound:spanishdict-aec86dac-f5187bc2-0260b10f-bc7b238b-8b3aa5ac.mp3],48,Medical
el brazo,,arm,arm,arm,,,Noun,m,[sound:spanishdict-14bcaf72-cea77fce-cde068e7-3b924859-100444dd.mp3],48,Medical
el cadáver,,corpse; cadaver,corpse; cadaver,corpse; cadaver,,,Noun,m,[sound:spanishdict-fe7d486b-28d17749-da1058fc-769308ec-4be0bade.mp3],48,Medical
la clínica,,clinic,clinic,clinic,,,Noun,f,[sound:spanishdict-f449d3b6-b46f23fd-274860cc-c954717d-d349d864.mp3],48,Medical
"muerto, muerta",,dead,dead,dead,,,Adjective,,[sound:spanishdict-e5246513-ff03507f-fc429d7e-84609a30-90c9b1a1.mp3],48,Medical
la circulación,,circulation,circulation,circulation,,,Noun,f,[sound:spanishdict-a0bfa537-69e8f744-ceff3a33-7353d77b-8aa09686.mp3],48,Medical
el mente,,mind,mind,mind,,,Noun,m,[sound:spanishdict-fae93de5-33113c92-080a1c01-99c19502-c8400eff.mp3],48,Medical
el olor,,odor; smell,odor; smell,odor; smell,,,Noun,m,[sound:spanishdict-a3e4d3d6-e27b7cbc-36a0f9c7-e7166fdf-87d7cd1c.mp3],48,Medical
la rodilla,,knee,knee,knee,,,Noun,f,[sound:spanishdict-d7808a71-93f4e0e5-c975284f-3db63252-97c5d3fb.mp3],48,Medical
la sangre,,blood,blood,blood,,,Noun,f,[sound:spanishdict-f6284601-1664985f-d6f66f25-06899c9f-223f8fad.mp3],48,Medical
la cabeza,,head,head,head,,,Noun,f,[sound:spanishdict-fe50b53e-32433013-4c572c1f-4fe5ce22-1fdf5cd3.mp3],48,Medical
la espalda,,back,back,back,,,Noun,f,[sound:spanishdict-13941239-327e9ddf-38f060ca-fd8e1a39-d7f98cda.mp3],48,Medical
la cara,r…,face,face,face,,,Noun,f,[sound:spanishdict-def41dec-16bffe28-23b62967-39e2df40-6c881b69.mp3],48,Medical
salud,,cheers,cheers,cheers,,,Expression,,[sound:spanishdict-a93004ba-6095b5a7-99d07d46-6cab9102-fce57032.mp3],48,Medical
la nariz,,nose,nose,nose,,,Noun,f,[sound:spanishdict-8501d0dd-a29d42bf-bb1390bf-2a4d5c90-b8101e0c.mp3],48,Medical
los labios,,lips,lips,lips,,,Noun,m,[sound:spanishdict-48c90784-b5c48fda-33d8a9c7-58217719-86bf5e07.mp3],48,Medical
el codo,,elbow,elbow,elbow,,,Noun,m,[sound:spanishdict-1de47909-067a7f92-a455375f-1a52df19-c28888ee.mp3],48,Medical
la dosis,,dose,dose,dose,,,Noun,f,[sound:spanishdict-f75b8204-c05d944b-071da3ae-6c4e3390-78a8f081.mp3],48,Medical
la presión,,pressure,pressure,pressure,,,Noun,f,[sound:spanishdict-4ad71f53-e2cb7076-a79e3d05-109acea4-f1d1ef87.mp3],48,Medical
la medicina,r…,medicine,medicine,medicine,,,Noun,f,[sound:spanishdict-098f6b48-a01c16ec-b2747659-afe661a4-c338273b.mp3],48,Medical
el síntoma,,symptom,symptom,symptom,,,Noun,m,[sound:spanishdict-fc986bde-9910cc59-69c97c27-21fb407f-b1df1e29.mp3],48,Medical
"el médico, la médica",,doctor,doctor,doctor,,,Noun,m/f,[sound:spanishdict-6e51a642-d7cf2cbe-5d67b68e-8f66839f-c0c9b0c9.mp3],48,Medical
la emergencia,,emergency,emergency,emergency,,,Noun,f,[sound:spanishdict-e7f134fa-e5b562b5-c482d126-24a3bbf6-dfdf38a7.mp3],48,Medical
la operación,f…,operation,operation,operation,,,Noun,f,[sound:spanishdict-ef5b1577-03f417a3-90be478d-425621a1-2f8621f5.mp3],48,Medical
el riesgo,,risk,risk,risk,,,Noun,m,[sound:spanishdict-4cf54144-6303e022-337a7e68-038b920c-b3561b23.mp3],48,Medical
la boca,,mouth,mouth,mouth,,,Noun,f,[sound:spanishdict-1cf21e3d-863b076e-f1514bae-61888fac-64449229.mp3],48,Medical
el pelo,c… / v…,hair,hair,hair,,,Noun,m,[sound:spanishdict-a76d2363-ceeffd01-2b2f50f9-28a551e8-ab7fb050.mp3],48,Medical
el dolor de estómago,la barriga,stomach ache,stomach ache,stomach ache,,,Noun,m,[sound:spanishdict-f74bfd03-7ed52d1b-f0ca8553-0b474ba7-cc725231.mp3],48,Medical
la ambulancia,,ambulance,ambulance,ambulance,,,Noun,f,[sound:spanishdict-361be2d3-0572bd9b-d77ca248-60e11997-5c554f05.mp3],48,Medical
el pie,,foot,foot,foot,,,Noun,m,[sound:spanishdict-8bf7c33f-fd4a04e0-f7d01ce1-2e825585-b3f152b1.mp3],48,Medical
el mano,,hand,hand,hand,,,Noun,f,[sound:spanishdict-8928338a-9bc163d4-3b4806ce-7817c8c5-23b732eb.mp3],48,Medical
la lengua,,tongue,tongue,tongue,,,Noun,f,[sound:spanishdict-569a5abc-e923ac71-d302ab0f-1ce49246-bab6f6e5.mp3],48,Medical
el pecho,,chest (body part),chest (body part),chest,,body part,Noun,m,[sound:spanishdict-5a97f6be-3e628dcf-99745ce7-7de14ae4-68bde6e0.mp3],48,Medical
la frente,,forehead,forehead,forehead,,,Noun,f,[sound:spanishdict-d3acc454-da67f175-baf565ea-d971eecb-0966b0f4.mp3],48,Medical
la piel,c…,skin; fur; leather,skin; fur; leather,skin; fur; leather,,,Noun,f,[sound:spanishdict-3a46d0f2-7c0148a8-cf6b4c69-ce1881e8-d65293d5.mp3],48,Medical
el estómago,b…,stomach,stomach,stomach,,,Noun,m,[sound:spanishdict-3749333a-d9f9a503-2e26d119-796701a0-8871a428.mp3],48,Medical
la tarjeta de crédito,,credit card,credit card,credit card,,,Noun,f,[sound:spanishdict-81490a10-08611582-61957b53-b659f475-d253c7a1.mp3],50,Business
el valor,,value,value,value,,,Noun,m,[sound:spanishdict-a3cd06d5-cf8bf8ea-d6aee909-e1018a26-146bcd40.mp3],50,Business
la deuda,,debt,debt,debt,,,Noun,f,[sound:spanishdict-0db017b6-ef2cf3f3-29559068-a4ec7a9e-77f344c3.mp3],50,Business
el crédito,,credit,credit,credit,,,Noun,m,[sound:spanishdict-cd5ba8dd-ca2c77a7-e68fcd04-af501d04-ba55c523.mp3],50,Business
la fortuna,s…,fortune,fortune,fortune,,,Noun,f,[sound:spanishdict-9ed3c30b-7e6e2bd3-51fd9921-1f0f0a7b-d998dcc6.mp3],50,Business
la venta,r…,sale,sale,sale,,,Noun,f,[sound:spanishdict-a4071bea-79dad91d-d5082c4a-da1bdfd8-7548c8d1.mp3],50,Business
el hombre de negocios,,businessman,businessman,businessman,,,Noun,m,[sound:spanishdict-95230a1f-6da33d13-63047891-e31d83be-7d1f2c5c.mp3],50,Business
Los negocios son los negocios.,,Business is business.,Business is business.,Business is business.,,,Noun,m,[sound:spanishdict-1a80d2ee-1845ff45-8ce4d0bb-4d9337ee-c1eeedc3.mp3],50,Business
los negocios,e…,business,business,business,,,Noun,m,[sound:spanishdict-ad25fd7a-01b559f0-4fb73446-c57c92d0-a23c99ff.mp3],50,Business
el precio,c…,price,price,price,,,Noun,m,[sound:spanishdict-68cf86d8-30e6284b-44355c9f-dd700e0b-c99c78ac.mp3],50,Business
la cifra,la suma / el número / la figura,figure; number; sum,figure; number; sum,figure; number; sum,,,Noun,f,[sound:spanishdict-0be56b46-c749d96e-f7076736-acffc847-ee657827.mp3],50,Business
la industria,,industry,industry,industry,,,Noun,f,[sound:spanishdict-8cc922ae-cd3631b2-a8a19cf9-eb454747-d94afea8.mp3],50,Business
el costo,p…,cost,cost,cost,,,Noun,m,[sound:spanishdict-dbfca973-d4467320-1d38e149-e0a77d33-7e5f8136.mp3],50,Business
la negociación,,negotiation,negotiation,negotiation,,,Noun,f,[sound:spanishdict-f6741912-6486e760-abd7106b-0a89b9ec-772ed467.mp3],50,Business
la economía,,economy,economy,economy,,,Noun,f,[sound:spanishdict-0537b827-fab26446-ae613faf-d15ddaa1-d812d70a.mp3],50,Business
"económico, económica",b…,economical; thrifty; cheap,economical; thrifty; cheap,economical; thrifty; cheap,,,Adjective,,[sound:spanishdict-b7083af0-ebc9977e-dc4087d4-329b5b48-02ccc957.mp3],50,Business
la propiedad,,property,property,property,,,Noun,f,[sound:spanishdict-c36d1667-0c854ac0-ac47b849-1d4583f1-c46667f7.mp3],50,Business
el ingreso,,income,income,income,,,Noun,m,[sound:spanishdict-54c0a018-8d03c4e3-ecc0dd32-20899053-53ca4fe2.mp3],50,Business
el producto,f…,product,product,product,,,Noun,m,[sound:spanishdict-72c58ed1-1bd3528e-13d2301d-3c71afb1-050feec2.mp3],50,Business
la promoción,a… / f… / o…,promotion,promotion,promotion,,,Noun,f,[sound:spanishdict-c88e4bfc-0f12e1bf-30ac596e-138b8d7e-d57d9190.mp3],50,Business
el porcentaje,,percentage,percentage,percentage,,,Noun,m,[sound:spanishdict-e638121d-15bf2e96-8f0ce7fb-52660646-023ef440.mp3],50,Business
la cuenta,,account; bill (finance),account; bill (finance),account; bill,,finance,Noun,f,[sound:spanishdict-013f75b7-7ce0d288-cef5dc2b-1ca9d3a8-4f67a243.mp3],50,Business
"el ejecutivo, la ejecutiva",,executive (person),executive (person),executive,,person,Noun,m,[sound:spanishdict-b086b630-ea9931b9-8469e36c-4c24fc0f-bbd80f7d.mp3],50,Business
el interés,,interest,interest,interest,,,Noun,m,[sound:spanishdict-a66bb594-8f59dd46-adbcd5b2-dde85adf-60407b27.mp3],50,Business
la tasa,c… / los impuestos,rate; tax; fee,rate; tax; fee,rate; tax; fee,,,Noun,f,[sound:spanishdict-003f9f11-fa69c7a8-f3593a48-3148105d-a57ae4a2.mp3],50,Business
el comercio,los negocios,commerce; trade; business,commerce; trade; business,commerce; trade; business,,,Noun,m,[sound:spanishdict-d1de13c5-ab4615f0-b4a27614-dea8b1b1-8e61b2c1.mp3],50,Business
el contrato,,contract,contract,contract,,,Noun,m,[sound:spanishdict-5228a0c7-cf28f00b-7abc896c-48477021-f1a2a5ed.mp3],50,Business
la oferta,,offer,offer,offer,,,Noun,f,[sound:spanishdict-48cfa03e-8bc0d2c4-901bf23b-2a304306-1a2e00ea.mp3],50,Business
la inflación,,inflation,inflation,inflation,,,Noun,f,[sound:spanishdict-d621c35a-6ad7c161-480e14c3-ae20fb77-b8330eb6.mp3],50,Business
la conferencia,el congreso,conference,conference,conference,,,Noun,f,[sound:spanishdict-fe6118bc-64525d50-2bf89729-0e96566f-f66a7864.mp3],50,Business
el mercado,,market,market,market,,,Noun,m,[sound:spanishdict-6c41e494-c72bdf51-f89e197b-513cfc64-083d9e8f.mp3],50,Business
la empresa,el compañero,company; place of business,company; place of business,company; place of business,,,Noun,f,[sound:spanishdict-12084c0e-79fb4441-818e8a47-715e8a90-37a4cb11.mp3],50,Business
la reunión,a… / j…,meeting,meeting,meeting,,,Noun,f,[sound:spanishdict-2f984833-67cdfc12-465d93a8-65a11353-60738c06.mp3],50,Business
el oro,,gold (metal),gold (metal),gold,,metal,Noun,m,[sound:spanishdict-3ee8a038-bee2485f-3069bb06-6ffe164e-7f701607.mp3],50,Business
la inversión,,investment,investment,investment,,,Noun,f,[sound:spanishdict-1890b9a2-6ed475e3-33b7d6aa-6ea43cd7-e3e8ea6c.mp3],50,Business
la junta,a… / r…,board; meeting; assembly,board; meeting; assembly,board; meeting; assembly,,,Noun,f,[sound:spanishdict-ec6e8b72-58411170-addec96e-8bd26725-a38a7c66.mp3],50,Business
la compañía,la empresa,company; place of business,company; place of business,company; place of business,,,Noun,f,[sound:spanishdict-49da9c56-5b96b1b3-80803be0-b6778ab2-c17dfacd.mp3],50,Business
el artículo,,article,article,article,,,Noun,m,[sound:spanishdict-c23210f3-30fb7c51-010d10f6-8b3b826d-7bdb857d.mp3],51,Communication
la prensa,,press,press,press,,,Noun,f,[sound:spanishdict-103ec810-746832e9-c44b24cd-8faa40aa-08d64148.mp3],51,Communication
el lenguaje,i…,language,language,language,,,Noun,m,[sound:spanishdict-5bb1b7e8-1c911e30-2ace3476-e8422e45-46779675.mp3],51,Communication
el mensaje,r…,message,message,message,,,Noun,m,[sound:spanishdict-abd72a7e-61ff19f4-a9282e6d-17cf8109-6deab046.mp3],51,Communication
el grito,,scream; shout; cry,scream; shout; cry,scream; shout; cry,,,Noun,m,[sound:spanishdict-1f2b8213-e4fd604a-d238d42d-4fd44db6-a0f90921.mp3],51,Communication
la llamada,,call,call,call,,,Noun,f,[sound:spanishdict-eedd2b3f-5a1d6fcf-6672b55d-816b6180-ff309083.mp3],51,Communication
las noticias,,news,news,news,,,Noun,f,[sound:spanishdict-1a9bb13f-aea4fb66-75471cf6-99df7ef3-022818e8.mp3],51,Communication
el contacto,,contact,contact,contact,,,Noun,m,[sound:spanishdict-20304efe-69fd63c6-23141c65-4fc96c46-3f5c17a4.mp3],51,Communication
el secreto,,secret,secret,secret,,,Noun,m,[sound:spanishdict-9667715d-6174d365-1981e230-bc3c75f6-ae3aec0b.mp3],51,Communication
la voz,,voice,voice,voice,,,Noun,f,[sound:spanishdict-d2220f11-c048590d-29a099a2-a2ad57a1-15c2e322.mp3],51,Communication
la palabra,,word,word,word,,,Noun,f,[sound:spanishdict-5902c6f8-9572373e-5729cb43-4b8bb0b2-868e1dc0.mp3],51,Communication
la comunicación,,communication,communication,communication,,,Noun,f,[sound:spanishdict-ad6ecd0b-15ac3202-372a564f-d0b9d2c9-1d0ef2b0.mp3],51,Communication
la conversación,p…,conversation,conversation,conversation,,,Noun,f,[sound:spanishdict-2117b14b-3a25c554-8ebe1e75-fa2b33f6-f77237e9.mp3],51,Communication
el silencio,,silence,silence,silence,,,Noun,m,[sound:spanishdict-8e7515f3-0604adf7-009e56a2-48876393-cbc6747c.mp3],51,Communication
la postal,la tarjeta postal,postcard,postcard,postcard,,,Noun,f,[sound:spanishdict-132d3f81-c0235f24-0f6ccdfe-2a7247e2-ad8ca627.mp3],51,Communication
el comentario,,commentary,commentary,commentary,,,Noun,m,[sound:spanishdict-c731baf0-0e49f216-f00b8ba2-5625f2ec-3c45b7d2.mp3],51,Communication
la estampilla,t… / s…,stamp,stamp,stamp,,,Noun,f,[sound:spanishdict-dafb2f24-0350264e-f695418a-16341124-2415af9c.mp3],51,Communication
el editorial,,editorial,editorial,editorial,,,Noun,m,[sound:spanishdict-f89ca6eb-9561fd23-6c1d04d7-1936f51a-e678fc0d.mp3],51,Communication
la frase,e…,phrase,phrase,phrase,,,Noun,f,[sound:spanishdict-f8851c93-f0440b59-a68db017-cc512849-19cbc084.mp3],51,Communication
la publicidad,,publicity,publicity,publicity,,,Noun,f,[sound:spanishdict-0d8221fd-7058cbc9-cb015b3b-a325578b-de65e368.mp3],51,Communication
la internet,,internet,internet,internet,,,Noun,f,[sound:spanishdict-df9dcd49-15439b29-4e6008b3-ea939d40-04b4882c.mp3],51,Communication
el argumento,d… / p… / r…,argument,argument,argument,,,Noun,m,[sound:spanishdict-b20cff26-c0aaca6e-8e7266b2-f6cac36b-606b3942.mp3],51,Communication
la entrevista,,interview,interview,interview,,,Noun,f,[sound:spanishdict-87d46e49-d5c169f8-c3becdf8-56c0e26f-9098c5b9.mp3],51,Communication
el destino,,destiny,destiny,destiny,,,Noun,m,[sound:spanishdict-2cc963cc-08d6cc5f-326cd330-21e9f08c-55a10619.mp3],53,Spiritual
la iglesia,el templo,church,church,church,,,Noun,f,[sound:spanishdict-7e34fe04-a99a2a55-654a2fba-7525ac49-2365bb84.mp3],53,Spiritual
la cruz,el cruce,cross,cross,cross,,,Noun,f,[sound:spanishdict-8a5cb96e-54615bab-d2abb057-aeb27f0f-40df62e5.mp3],53,Spiritual
"santo, santa",sagrado,holy,holy,holy,,,Adjective,,[sound:spanishdict-5eab177d-2d2bf723-0dc04c04-350c7635-b9680e87.mp3],53,Spiritual
"católico, católica",,catholic,catholic,catholic,,,Adjective,,[sound:spanishdict-5ef9eed7-f6e4c276-3de7d7c0-7395b2a5-e5191485.mp3],53,Spiritual
la religión,,religion,religion,religion,,,Noun,f,[sound:spanishdict-21209d4f-f9767f34-d7c9a9a6-1aac1f81-4e0f2371.mp3],53,Spiritual
el dios,,god,god,god,,,Noun,m,[sound:spanishdict-36897ad6-664916ae-245555e7-42a7bf40-31855172.mp3],53,Spiritual
el ángel,,angel,angel,angel,,,Noun,m,[sound:spanishdict-919e903a-a05964b7-9ff5ce27-ac5b1b66-42fcf1c3.mp3],53,Spiritual
la vida,,life,life,life,,,Noun,f,[sound:spanishdict-6ab34478-d7750636-11e5be96-4a54e5f4-29b47fb3.mp3],53,Spiritual
la tradición,,tradition,tradition,tradition,,,Noun,f,[sound:spanishdict-cdf790ef-1a4900c8-8536f479-50ed77d4-a9dd46fb.mp3],53,Spiritual
"religioso, religiosa",,religious,religious,religious,,,Adjective,,[sound:spanishdict-5c784b37-7749c44e-bd4d8806-226b9ad4-e4fcee74.mp3],53,Spiritual
la fe,,faith,faith,faith,,,Noun,f,[sound:spanishdict-e2b445cd-220d8a29-fc85c786-66898627-553e4eb2.mp3],53,Spiritual
la alma,,soul,soul,soul,,,Noun,f,[sound:spanishdict-6ec81252-438d502b-9a2fc66f-c47c4705-b8d379d9.mp3],53,Spiritual
el espíritu,,spirit,spirit,spirit,,,Noun,m,[sound:spanishdict-9239b401-b8047d0c-bc597915-d2ae369e-e1859e99.mp3],53,Spiritual
el teatro,c…,theater,theater,theater,,,Noun,m,[sound:spanishdict-0a1b89be-9448701a-58bfa422-67e1163b-832ce112.mp3],55,Arts
el estilo,,style,style,style,,,Noun,m,[sound:spanishdict-2dfbbe1a-57230229-f8799c59-013a7466-6997e3da.mp3],55,Arts
la literatura,,literature,literature,literature,,,Noun,f,[sound:spanishdict-edadb027-0d8ef168-2379eee1-62876e48-bf461b35.mp3],55,Arts
la poesía,,poetry,poetry,poetry,,,Noun,f,[sound:spanishdict-5ae45d66-fbc17704-5b65cd2c-d6b8131b-8f5b03aa.mp3],55,Arts
la música,,music,music,music,,,Noun,f,[sound:spanishdict-8e614b1e-ee91a62e-4a281fa6-ee95d2d6-fed95b35.mp3],55,Arts
el cine,,cinema; movie theater,cinema; movie theater,cinema; movie theater,,,Noun,m,[sound:spanishdict-afcc1125-3ef232f0-fef24e06-0a0d1f35-d0d2d8a2.mp3],55,Arts
el ritmo,,rhythm,rhythm,rhythm,,,Noun,m,[sound:spanishdict-a1f0ed4f-0fec02e7-1d01a568-8955dda1-3e6f4ab8.mp3],55,Arts
la danza,b…,dance,dance,dance,,,Noun,f,[sound:spanishdict-cbda75bd-c325cf6f-cb8ccdfd-d1f460b9-f6cc620e.mp3],55,Arts
la película,f…,movie,movie,movie,,,Noun,f,[sound:spanishdict-df5c73e7-d35c2567-ef2a6868-dc5267a5-ca3c5c8d.mp3],55,Arts
el escenario,t…,stage; setting,stage; setting,stage; setting,,,Noun,m,[sound:spanishdict-78a42e6c-888c3484-f20aef54-be00f477-9fe35597.mp3],55,Arts
el espectáculo,a…,show; performance,show; performance,show; performance,,,Noun,m,[sound:spanishdict-b272c1b4-f9e20f09-110b058f-46d798e1-3da5f7c8.mp3],55,Arts
el disco,,disk; record,disk; record,disk; record,,,Noun,m,[sound:spanishdict-62aebe98-ef79213b-7d49416e-e3a9a6d6-d0eac093.mp3],55,Arts
la pintura,el color,paint; painting,paint; painting,paint; painting,,,Noun,f,[sound:spanishdict-fa03b098-c8d6c59c-f1224c7f-79000eb3-5f851db8.mp3],55,Arts
la fotografía,la foto,photograph,photograph,photograph,,,Noun,f,[sound:spanishdict-e48036e0-e33cd597-1486acbd-68e45379-50fb7107.mp3],55,Arts
la letra,,letter (of the alphabet),letter (of the alphabet),letter,,of the alphabet,Noun,f,[sound:spanishdict-795fbda3-0e190c8b-7000d604-fb90097c-6ca779d5.mp3],55,Arts
la actuación,r… / e… / i…,performance; acting,performance; acting,performance; acting,,,Noun,f,[sound:spanishdict-abffc26f-9357c2a7-73e843c2-823fc658-ea6095c5.mp3],55,Arts
el cuadro,la pictura,painting; picture; frame; square,painting; picture; frame; square,painting; picture; frame; square,,,Noun,m,[sound:spanishdict-8b29d58e-0e8d45c8-f94dfa47-a35c4a67-0f8ccb37.mp3],55,Arts
la pasión,,passion,passion,passion,,,Noun,f,[sound:spanishdict-6baa0d5c-29bfd249-0f207bf1-4fccc0cb-fd0e321b.mp3],55,Arts
la novela,,novel; book,novel; book,novel; book,,,Noun,f,[sound:spanishdict-31339e75-3a124fa6-655abf07-50adb80d-935794e9.mp3],55,Arts
la ópera,,opera,opera,opera,,,Noun,f,[sound:spanishdict-88c0cf25-a15fbe19-6644c825-dd854a3d-81393423.mp3],55,Arts
la orquesta,,orchestra,orchestra,orchestra,,,Noun,f,[sound:spanishdict-5b69419a-2065c8da-187c91e2-9435dfe4-95a2bb65.mp3],55,Arts
la moda,,fashion,fashion,fashion,,,Noun,f,[sound:spanishdict-9394364a-bf4255cc-c0650af0-d4b1dbbb-926e5c7d.mp3],55,Arts
el sonido,el ruido,sound,sound,sound,,,Noun,m,[sound:spanishdict-c8e86690-f363b77c-a00db4be-5c12172e-4e45dade.mp3],55,Arts
el violín,,violin,violin,violin,,,Noun,m,[sound:spanishdict-87b236ba-2f72b60b-1ae9de93-c8cf06b8-9a7611d2.mp3],55,Arts
el instrumento,,instrument,instrument,instrument,,,Noun,m,[sound:spanishdict-e80fdd93-68835732-88bec51a-87448bba-af5931c9.mp3],55,Arts
la flauta,,flute,flute,flute,,,Noun,f,[sound:spanishdict-0f5f978b-a72871a8-c5240185-34c82bf6-0f5e55d3.mp3],55,Arts
el concierto,,concert,concert,concert,,,Noun,m,[sound:spanishdict-5d167daf-5c90d7e8-5d01986d-fd8c9d79-69a46f45.mp3],55,Arts
la arquitectura,,architecture,architecture,architecture,,,Noun,f,[sound:spanishdict-f2d49caf-b9ef5a38-895de1f4-6e5a9be1-2a56aa67.mp3],55,Arts
la canción,el canto,song,song,song,,,Noun,f,[sound:spanishdict-604e64e7-c8f57e25-eaf71de4-899ec2a2-5ca9b425.mp3],55,Arts
Más puede la pluma que la espada.,,the pen is mightier than the sword,the pen is mightier than the sword,the pen is mightier than the sword,,,Expression,,[sound:spanishdict-9da2c6af-b41ec7cb-dd2c9d43-fffc050f-0362a0fc.mp3],Bonus::Idioms,
Perro que ladra no muerde.,,A barking dog does not bite.,A barking dog does not bite.,A barking dog does not bite.,,,Expression,,[sound:spanishdict-362dc986-77ebee0d-9828bc93-e91b28c6-cf4c9649.mp3],Bonus::Idioms,
Mala hierba nunca muere.,,A bad weed never dies.,A bad weed never dies.,A bad weed never dies.,,,Expression,,[sound:spanishdict-739b99c5-7c497e71-e0d163a3-b1b72764-040fc857.mp3],Bonus::Idioms,
"Ojos que no ven, corazón que no siente.",,"Out of sight, out of mind.","Out of sight, out of mind.","Out of sight, out of mind.",,,Expression,,[sound:spanishdict-61674bf8-a44df0b2-08203568-72936483-36ff0d08.mp3],Bonus::Idioms,
más vale tarde que nunca,,better late than never,better late than never,better late than never,,,Expression,,[sound:spanishdict-7e24129d-d9a8b7c7-87228962-37cef1b8-8e16edaf.mp3],Bonus::Idioms,
Borrón y cuenta nueva.,,Let bygones be bygones.,Let bygones be bygones.,Let bygones be bygones.,,,Expression,,[sound:spanishdict-4ae0f15f-3b245aea-d45b50af-e2ba1b98-2ec670f2.mp3],Bonus::Idioms,
